school_name,candidates
용천초등학교,"용천초등학교(경기도교육청), 용천초등학교(충청북도교육청)"
오산초등학교,"오산초등학교(경기도교육청), 오산초등학교(경기도교육청), 오산초등학교(충청남도교육청), 오산초등학교(전북특별자치도교육청), 오산초등학교(전라남도교육청), 오산초등학교(전라남도교육청)"
소양초등학교,"소양초등학교(강원특별자치도교육청), 소양초등학교(전북특별자치도교육청)"
동강중학교,"동강중학교(충청남도교육청), 동강중학교(전라남도교육청)"
서면중학교,"서면중학교(부산광역시교육청), 서면중학교(충청남도교육청)"
동방초등학교,"동방초등학교(충청남도교육청), 동방초등학교(경상북도교육청)"
저동초등학교,"저동초등학교(경기도교육청), 저동초등학교(경상북도교육청)"
풍양초등학교,"풍양초등학교(경기도교육청), 풍양초등학교(전라남도교육청), 풍양초등학교(경상북도교육청)"
인계초등학교,"인계초등학교(경기도교육청), 인계초등학교(전북특별자치도교육청)"
청명초등학교,"청명초등학교(경기도교육청), 청명초등학교(전북특별자치도교육청)"
삼봉초등학교,"삼봉초등학교(경기도교육청), 삼봉초등학교(충청남도교육청)"
안양초등학교,"안양초등학교(경기도교육청), 안양초등학교(전라남도교육청)"
안흥초등학교,"안흥초등학교(경기도교육청), 안흥초등학교(강원특별자치도교육청)"
안중초등학교,"안중초등학교(경기도교육청), 안중초등학교(충청남도교육청)"
신지초등학교,"신지초등학교(경기도교육청), 신지초등학교(전라남도교육청)"
해밀초등학교,"해밀초등학교(세종특별자치시교육청), 해밀초등학교(경기도교육청)"
낙서초등학교,"낙서초등학교(경상북도교육청), 낙서초등학교(경상남도교육청)"
부석초등학교,"부석초등학교(충청남도교육청), 부석초등학교(경상북도교육청)"
장기초등학교,"장기초등학교(세종특별자치시교육청), 장기초등학교(경기도교육청), 장기초등학교(경상북도교육청)"
회천초등학교,"회천초등학교(경기도교육청), 회천초등학교(전라남도교육청)"
안덕초등학교,"안덕초등학교(경상북도교육청), 안덕초등학교(제주특별자치도교육청)"
