district,district_profile,item_category,bid_count,amount_sum,amount_mean,latest_posted_date,count_score,amount_score,recency_score,opportunity_score,recommendation_flag,avg_lead_time_days
중랑구,주거/제조/서민,IT장비/전산,11,4070092410.0,370008400.90909094,2025-10-29 17:33:38,0.09174311926605505,0.011467513212418094,0.14634146341463417,7.86,추천,12.0
은평구,주거/문화/뉴타운,건설/공사,11,4552660000.0,413878181.8181818,2025-10-14 16:19:29,0.09174311926605505,0.012832710986320169,0.13636363636363638,7.7,제외,19.8
중랑구,주거/제조/서민,건설/공사,9,11959392000.0,1328821333.3333333,2025-10-29 10:25:18,0.07339449541284404,0.033786571642998885,0.14563106796116507,7.6,제외,14.2
구로구,산업/디지털/제조,행사/운영용역,11,1981443800.0,180131254.54545453,2025-10-22 17:32:31,0.09174311926605505,0.005558665432492252,0.14150943396226415,7.58,추천,14.5
도봉구,주거/자연/교육,인쇄/홍보물,10,6304461000.0,630446100.0,2025-10-21 16:05:19,0.08256880733944955,0.017788607061975454,0.14084507042253522,7.48,추천,25.7
강남구,업무지구/고소득/IT,조경/녹지관리,14,3120851260.0,222917947.14285713,2024-12-17 13:34:22,0.11926605504587157,0.008782082338628485,0.05758157389635316,7.38,추천,5.5
마포구,홍대/관광/문화콘텐츠,폐기물/환경,12,12347215000.0,1028934583.3333334,2024-12-16 13:10:59,0.10091743119266056,0.03488373421097827,0.0574712643678161,7.24,제외,5.9
중구,도심/관광/명동,전문용역/컨설팅,14,1279424000.0,91387428.57142857,2024-10-24 19:12:42,0.11926605504587157,0.003572630961766234,0.05217391304347826,7.11,추천,10.2
영등포구,오피스/금융/교통,건설/공사,10,20932862000.0,2093286200.0,2024-11-18 20:59:55,0.08256880733944955,0.05917277975568431,0.05454545454545455,6.99,제외,26.5
강서구,공항/산업단지/주거,행사/운영용역,6,1027600000.0,171266666.66666666,2026-01-13 10:17:18,0.045871559633027525,0.002860213527733592,0.23076923076923073,6.99,데이터부족,9.3
송파구,가족주거/대형상권/복합문화,폐기물/환경,13,3693303000.0,284100230.7692308,2024-12-13 17:25:43,0.11009174311926606,0.010401564992062316,0.05714285714285714,6.96,제외,6.3
서초구,법조/교육/고소득,폐기물/환경,12,6337205830.0,528100485.8333333,2024-12-17 16:37:48,0.10091743119266056,0.017881243140214362,0.05758157389635316,6.73,제외,5.9
서초구,법조/교육/고소득,건설/공사,9,20686972100.0,2298552455.5555553,2024-12-09 18:26:32,0.07339449541284404,0.05847715006346854,0.05671077504725898,6.56,제외,28.8
송파구,가족주거/대형상권/복합문화,행사/운영용역,12,3323900000.0,276991666.6666667,2024-12-09 20:23:45,0.10091743119266056,0.009356513140833043,0.05671077504725898,6.46,추천,10.1
성북구,대학/문화/주거,시설유지보수,8,2931052000.0,366381500.0,2025-10-27 18:42:26,0.06422018348623854,0.008245134701427525,0.14492753623188406,6.36,데이터부족,10.4
영등포구,오피스/금융/교통,급수/전기/설비,8,1571556000.0,196444500.0,2025-10-28 18:24:36,0.06422018348623854,0.004399080902354994,0.14563106796116507,6.26,데이터부족,5.5
강남구,업무지구/고소득/IT,인쇄/홍보물,7,4359008570.0,622715510.0,2025-11-10 09:50:41,0.05504587155963303,0.012284865447938791,0.15463917525773196,6.21,데이터부족,16.6
도봉구,주거/자연/교육,기타/미분류,11,4959258000.0,450841636.3636364,2024-11-18 10:50:43,0.09174311926605505,0.013982988576394205,0.0544464609800363,6.1,제외,18.2
동대문구,전통시장/패션/대학,IT장비/전산,11,3931919960.0,357447269.09090906,2024-12-06 13:39:33,0.09174311926605505,0.01107661932508804,0.05639097744360902,6.05,추천,14.7
동작구,대학/주거/공원,급수/전기/설비,10,9232657352.0,923265735.2,2024-11-01 17:25:07,0.08256880733944955,0.026072559868044708,0.052910052910052914,5.97,추천,11.3
서대문구,대학/의료/주거,차량/운송,7,4170068010.0,595724001.4285715,2025-10-16 20:31:40,0.05504587155963303,0.011750347098059945,0.13761467889908258,5.86,데이터부족,6.7
강동구,주거/강변/문화,전문용역/컨설팅,8,1165255500.0,145656937.5,2025-09-13 13:33:09,0.06422018348623854,0.003249644948449967,0.1195219123505976,5.7,데이터부족,11.5
강북구,주거/서민/교육,조경/녹지관리,5,15154993000.0,3030998600.0,2025-09-18 17:04:44,0.03669724770642202,0.04282701999030552,0.12195121951219513,5.56,데이터부족,21.0
동작구,대학/주거/공원,IT장비/전산,8,3538389680.0,442298710.0,2025-07-28 11:22:48,0.06422018348623854,0.009963310695681203,0.10067114093959731,5.52,데이터부족,17.6
중랑구,주거/제조/서민,전문용역/컨설팅,9,1682966760.0,186996306.66666666,2025-05-26 15:57:01,0.07339449541284404,0.004714265188852018,0.08310249307479224,5.47,데이터부족,14.8
서대문구,대학/의료/주거,IT장비/전산,10,2475343000.0,247534300.0,2024-12-10 19:26:54,0.08256880733944955,0.0069559206612821,0.056818181818181816,5.47,추천,14.0
강동구,주거/강변/문화,차량/운송,10,589492050.0,58949205.0,2024-12-10 21:15:48,0.08256880733944955,0.0016207933709244669,0.056818181818181816,5.31,추천,5.9
용산구,외국인/관광/개발,청소/환경미화,5,26791364260.0,5358272852.0,2024-12-18 20:59:18,0.03669724770642202,0.07574665336321829,0.057692307692307696,5.26,데이터부족,6.2
구로구,산업/디지털/제조,건설/공사,8,10641636000.0,1330204500.0,2024-11-12 17:50:46,0.06422018348623854,0.030058601520210275,0.0539568345323741,5.19,제외,16.5
도봉구,주거/자연/교육,IT장비/전산,6,1739587020.0,289931170.0,2025-10-10 14:55:02,0.045871559633027525,0.004874445554279702,0.13392857142857142,5.12,데이터부족,8.7
강서구,공항/산업단지/주거,보험/금융,2,1096538500.0,548269250.0,2026-01-08 17:23:24,0.009174311926605505,0.0030552425530689822,0.22388059701492538,5.03,데이터부족,6.0
은평구,주거/문화/뉴타운,기타/미분류,9,1187113600.0,131901511.1111111,2024-12-06 19:23:38,0.07339449541284404,0.0033114821502846963,0.05639097744360902,4.9,제외,9.9
종로구,공공기관/전통상권/관광,폐기물/환경,8,5602868540.0,700358567.5,2024-12-11 18:37:34,0.06422018348623854,0.015803781548561924,0.05692599620493359,4.82,제외,6.5
용산구,외국인/관광/개발,보험/금융,7,1721185090.0,245883584.2857143,2025-06-26 16:05:25,0.05504587155963303,0.004822385958086137,0.09090909090909091,4.72,데이터부족,7.4
은평구,주거/문화/뉴타운,조경/녹지관리,5,815400000.0,163080000.0,2025-10-22 08:48:33,0.03669724770642202,0.00225989354432563,0.14084507042253522,4.72,데이터부족,7.6
도봉구,주거/자연/교육,청소/환경미화,5,1330000000.0,266000000.0,2025-10-14 10:13:40,0.03669724770642202,0.0037157119395270313,0.13574660633484165,4.66,데이터부족,18.0
양천구,교육/주거/신도시,IT장비/전산,8,1852098320.0,231512290.0,2025-02-12 17:13:24,0.06422018348623854,0.005192743300505943,0.06465517241379311,4.66,데이터부족,10.6
동작구,대학/주거/공원,건설/공사,5,20643035517.0,4128607103.4,2024-11-11 14:24:51,0.03669724770642202,0.05835285218987023,0.05385996409335727,4.66,제외,10.8
중구,도심/관광/명동,경비/보안,8,3487493000.0,435936625.0,2024-12-20 16:46:10,0.06422018348623854,0.009819322504855942,0.05791505791505792,4.66,데이터부족,11.9
성북구,대학/문화/주거,건설/공사,7,8363557000.0,1194793857.142857,2024-11-19 10:54:30,0.05504587155963303,0.02361384964706217,0.0546448087431694,4.55,제외,25.0
서대문구,대학/의료/주거,급수/전기/설비,4,2432475100.0,608118775.0,2025-10-29 17:26:56,0.027522935779816515,0.0068346461230317035,0.14634146341463417,4.51,데이터부족,12.8
종로구,공공기관/전통상권/관광,행사/운영용역,8,2137000000.0,267125000.0,2024-11-22 16:06:15,0.06422018348623854,0.005998738455126587,0.054945054945054944,4.49,데이터부족,12.8
중구,도심/관광/명동,급식/식자재,8,1227012000.0,153376500.0,2024-12-09 09:12:02,0.06422018348623854,0.003424355886505263,0.056603773584905655,4.45,데이터부족,9.5
영등포구,오피스/금융/교통,인쇄/홍보물,4,936081890.0,234020472.5,2025-10-30 13:35:18,0.027522935779816515,0.0026013061277490113,0.14705882352941177,4.4,데이터부족,17.2
성동구,성수/브랜드/라이프스타일,건설/공사,4,2326284400.0,581571100.0,2025-10-20 15:49:57,0.027522935779816515,0.006534229538384767,0.14018691588785046,4.38,제외,7.5
은평구,주거/문화/뉴타운,인쇄/홍보물,5,5105000000.0,1021000000.0,2025-08-11 11:49:42,0.03669724770642202,0.014395296941247379,0.1056338028169014,4.38,데이터부족,12.6
송파구,가족주거/대형상권/복합문화,IT장비/전산,7,4959294940.0,708470705.7142857,2024-12-22 14:47:05,0.05504587155963303,0.01398309308073062,0.05813953488372093,4.33,데이터부족,8.7
은평구,주거/문화/뉴타운,전문용역/컨설팅,5,1787370000.0,357474000.0,2025-08-22 13:48:42,0.03669724770642202,0.005009624997073213,0.10989010989010989,4.18,데이터부족,14.2
종로구,공공기관/전통상권/관광,보험/금융,7,3337849400.0,476835628.5714286,2024-12-06 11:04:05,0.05504587155963303,0.009395976399911984,0.05639097744360902,4.16,데이터부족,5.4
송파구,가족주거/대형상권/복합문화,건설/공사,7,1663450000.0,237635714.2857143,2024-12-16 20:27:50,0.05504587155963303,0.0046590517061028324,0.0574712643678161,4.04,제외,9.6
강동구,주거/강변/문화,건설/공사,7,4704163043.0,672023291.8571428,2024-06-25 16:55:53,0.05504587155963303,0.013261317509694419,0.04310344827586207,4.01,제외,12.1
노원구,주거/교육/대학,급수/전기/설비,5,13537276000.0,2707455200.0,2024-09-30 18:20:17,0.03669724770642202,0.03825045145779478,0.05008347245409015,3.98,데이터부족,9.8
서대문구,대학/의료/주거,조경/녹지관리,3,924732000.0,308244000.0,2025-10-28 21:29:33,0.01834862385321101,0.0025691969582085673,0.14563106796116507,3.91,데이터부족,6.0
영등포구,오피스/금융/교통,IT장비/전산,7,988018000.0,141145428.57142857,2024-11-12 14:18:18,0.05504587155963303,0.0027482348963327723,0.0539568345323741,3.91,데이터부족,14.1
성동구,성수/브랜드/라이프스타일,전문용역/컨설팅,6,982700000.0,163783333.33333334,2025-04-02 15:34:47,0.045871559633027525,0.002733190119368759,0.07228915662650602,3.82,데이터부족,13.8
노원구,주거/교육/대학,기타/미분류,7,963692330.0,137670332.85714287,2024-08-14 14:28:49,0.05504587155963303,0.0026794168670642164,0.04643962848297213,3.76,제외,8.7
노원구,주거/교육/대학,인쇄/홍보물,6,3906050000.0,651008333.3333334,2024-12-04 16:39:58,0.045871559633027525,0.0110034324544096,0.056179775280898875,3.75,데이터부족,18.0
강북구,주거/서민/교육,급수/전기/설비,6,3337091600.0,556181933.3333334,2024-12-13 19:19:27,0.045871559633027525,0.00939383256163005,0.05714285714285714,3.72,데이터부족,16.3
동작구,대학/주거/공원,조경/녹지관리,5,1432234000.0,286446800.0,2025-05-23 18:57:06,0.03669724770642202,0.004004934904577595,0.08241758241758242,3.6,데이터부족,6.6
강남구,업무지구/고소득/IT,교육물품/교구,2,1492947000.0,746473500.0,2025-11-04 10:57:27,0.009174311926605505,0.004176693750725793,0.1507537688442211,3.6,데이터부족,20.5
광진구,대학/강변/상업,기타/미분류,6,1288718560.0,214786426.66666666,2024-12-26 13:34:42,0.045871559633027525,0.003598925542845331,0.05859375,3.57,제외,14.7
종로구,공공기관/전통상권/관광,청소/환경미화,6,1351846160.0,225307693.33333334,2024-12-12 15:13:51,0.045871559633027525,0.0037775153627538347,0.05703422053231939,3.55,데이터부족,6.0
송파구,가족주거/대형상권/복합문화,기타/미분류,5,7918000000.0,1583600000.0,2024-10-18 13:29:57,0.03669724770642202,0.02235335591074124,0.05163511187607573,3.54,제외,27.4
서대문구,대학/의료/주거,인쇄/홍보물,6,1463004000.0,243834000.0,2024-12-06 17:07:08,0.045871559633027525,0.004091984131200889,0.05639097744360902,3.54,데이터부족,12.3
노원구,주거/교육/대학,행사/운영용역,6,1008030690.0,168005115.0,2024-12-18 10:40:42,0.045871559633027525,0.0028048513795031244,0.05758157389635316,3.53,데이터부족,8.5
강동구,주거/강변/문화,기타/미분류,6,1604220000.0,267370000.0,2024-11-25 14:15:54,0.045871559633027525,0.004491488310168555,0.055248618784530384,3.53,제외,8.8
구로구,산업/디지털/제조,전문용역/컨설팅,6,1084500000.0,180750000.0,2024-12-06 18:04:12,0.045871559633027525,0.0030211852857727674,0.05639097744360902,3.51,데이터부족,11.7
동작구,대학/주거/공원,인쇄/홍보물,6,1095952000.0,182658666.66666666,2024-12-02 18:47:57,0.045871559633027525,0.0030535833274786487,0.055970149253731345,3.5,데이터부족,11.0
도봉구,주거/자연/교육,전문용역/컨설팅,4,396010000.0,99002500.0,2025-08-08 14:18:07,0.027522935779816515,0.0010734270134987434,0.10452961672473868,3.5,데이터부족,12.0
서초구,법조/교육/고소득,조경/녹지관리,6,1036577000.0,172762833.33333334,2024-11-25 17:02:39,0.045871559633027525,0.00288560972231914,0.055248618784530384,3.49,데이터부족,8.7
동대문구,전통시장/패션/대학,조경/녹지관리,2,750000000.0,375000000.0,2025-10-28 15:51:21,0.009174311926605505,0.0020748750386004613,0.14563106796116507,3.43,데이터부족,10.0
강남구,업무지구/고소득/IT,경비/보안,1,1410466560.0,1410466560.0,2025-11-18 15:34:03,0.0,0.003943354182524656,0.16216216216216214,3.36,데이터부족,7.0
양천구,교육/주거/신도시,건설/공사,5,2717151000.0,543430200.0,2025-02-07 11:24:46,0.03669724770642202,0.007640002539453225,0.06396588486140725,3.34,제외,44.8
서초구,법조/교육/고소득,IT장비/전산,5,4671590000.0,934318000.0,2024-11-28 11:02:17,0.03669724770642202,0.0131691674218843,0.05555555555555555,3.34,데이터부족,9.8
서초구,법조/교육/고소득,인쇄/홍보물,5,2111343400.0,422268680.0,2024-12-11 10:53:56,0.03669724770642202,0.0059261551861053575,0.05692599620493359,3.15,데이터부족,15.6
성동구,성수/브랜드/라이프스타일,IT장비/전산,5,1845099000.0,369019800.0,2024-12-13 11:57:18,0.03669724770642202,0.005172942020269057,0.05714285714285714,3.13,데이터부족,15.0
광진구,대학/강변/상업,전문용역/컨설팅,5,1898800000.0,379760000.0,2024-11-29 14:14:45,0.03669724770642202,0.005324863714090881,0.05565862708719852,3.11,데이터부족,26.0
중구,도심/관광/명동,보험/금융,5,1276122870.0,255224574.0,2024-12-10 19:18:24,0.03669724770642202,0.0035632919688028623,0.056818181818181816,3.08,데이터부족,6.2
관악구,청년/자취생/대학가,청소/환경미화,5,662368560.0,132473712.0,2024-12-23 20:12:54,0.03669724770642202,0.001826963141301612,0.058252427184466014,3.05,데이터부족,6.0
동작구,대학/주거/공원,기타/미분류,4,927624000.0,231906000.0,2025-05-09 17:47:04,0.027522935779816515,0.002577378510480084,0.07936507936507936,3.04,제외,21.8
성북구,대학/문화/주거,IT장비/전산,5,800959850.0,160191970.0,2024-11-25 13:20:39,0.03669724770642202,0.0022190419391964664,0.055248618784530384,3.01,데이터부족,8.0
강서구,공항/산업단지/주거,차량/운송,5,411115290.0,82223058.0,2024-10-21 17:04:28,0.03669724770642202,0.001116160319069773,0.051903114186851215,2.91,데이터부족,3.6
노원구,주거/교육/대학,차량/운송,5,252012200.0,50402440.0,2024-10-24 21:50:09,0.03669724770642202,0.0006660530412707365,0.05217391304347826,2.9,데이터부족,6.2
영등포구,오피스/금융/교통,기타/미분류,5,223200000.0,44640000.0,2024-10-08 17:19:54,0.03669724770642202,0.0005845424878968115,0.050761421319796954,2.87,제외,7.2
강동구,주거/강변/문화,조경/녹지관리,5,857615000.0,171523000.0,2024-08-30 14:35:40,0.03669724770642202,0.0023793210094508284,0.047619047619047616,2.86,데이터부족,7.0
양천구,교육/주거/신도시,교육물품/교구,4,1072500000.0,268125000.0,2025-02-18 15:05:51,0.027522935779816515,0.002987236936098425,0.06550218340611354,2.78,데이터부족,15.5
양천구,교육/주거/신도시,보험/금융,4,1218122460.0,304530615.0,2025-02-13 17:55:02,0.027522935779816515,0.0033992071188082584,0.06479481641468682,2.77,데이터부족,7.0
동작구,대학/주거/공원,보험/금융,4,2050347400.0,512586850.0,2024-12-24 16:13:41,0.027522935779816515,0.005753595724710673,0.058365758754863814,2.72,데이터부족,6.8
동대문구,전통시장/패션/대학,교육물품/교구,4,981440000.0,245360000.0,2024-12-18 20:51:08,0.027522935779816515,0.0027296255426529532,0.057692307692307696,2.61,데이터부족,11.8
관악구,청년/자취생/대학가,건설/공사,4,876353600.0,219088400.0,2024-12-17 19:49:54,0.027522935779816515,0.002432333054884798,0.05758157389635316,2.6,제외,-0.2
금천구,제조/산업단지/중소기업,IT장비/전산,4,1321047000.0,330261750.0,2024-11-21 14:53:55,0.027522935779816515,0.003690383641640832,0.054844606946983544,2.58,데이터부족,10.8
종로구,공공기관/전통상권/관광,차량/운송,4,198240000.0,49560000.0,2024-12-23 13:32:16,0.027522935779816515,0.0005139299205741784,0.058252427184466014,2.56,데이터부족,6.5
관악구,청년/자취생/대학가,인쇄/홍보물,4,675147000.0,168786750.0,2024-11-28 14:55:07,0.027522935779816515,0.0018631137204193295,0.05555555555555555,2.54,데이터부족,9.5
동작구,대학/주거/공원,전문용역/컨설팅,3,297000000.0,99000000.0,2025-05-08 09:50:40,0.01834862385321101,0.0007933248383940198,0.07894736842105264,2.52,데이터부족,11.0
서초구,법조/교육/고소득,청소/환경미화,4,353165640.0,88291410.0,2024-11-26 10:08:40,0.027522935779816515,0.0009522190705942912,0.055248618784530384,2.51,데이터부족,8.8
종로구,공공기관/전통상권/관광,기타/미분류,4,520071000.0,130017750.0,2024-11-05 09:49:41,0.027522935779816515,0.0014243991975777972,0.05319148936170213,2.48,제외,13.2
중랑구,주거/제조/서민,기타/미분류,4,524100000.0,131025000.0,2024-09-10 17:39:53,0.027522935779816515,0.0014357973559809578,0.048465266558966075,2.39,제외,13.2
노원구,주거/교육/대학,청소/환경미화,3,4711200000.0,1570400000.0,2024-10-21 14:56:08,0.01834862385321101,0.013281225266101027,0.051903114186851215,2.35,데이터부족,30.0
강북구,주거/서민/교육,전문용역/컨설팅,4,457000000.0,114250000.0,2024-07-26 11:32:12,0.027522935779816515,0.0012459695007185907,0.045112781954887216,2.32,데이터부족,7.2
성북구,대학/문화/주거,기타/미분류,4,402800000.0,100700000.0,2024-05-09 14:31:33,0.027522935779816515,0.0010926361213561423,0.04037685060565276,2.22,제외,7.8
마포구,홍대/관광/문화콘텐츠,차량/운송,3,792000000.0,264000000.0,2024-12-26 18:37:09,0.01834862385321101,0.002193694262460661,0.05859375,2.16,데이터부족,8.0
관악구,청년/자취생/대학가,기타/미분류,3,1684540000.0,561513333.3333334,2024-11-19 11:08:26,0.01834862385321101,0.00471871593065549,0.0546448087431694,2.15,제외,12.7
은평구,주거/문화/뉴타운,차량/운송,3,741190400.0,247063466.66666666,2024-12-17 11:09:13,0.01834862385321101,0.0020499524234928704,0.05758157389635316,2.13,데이터부족,9.0
구로구,산업/디지털/제조,급식/식자재,3,1209550920.0,403183640.0,2024-11-13 16:08:09,0.01834862385321101,0.0033749579823776233,0.05405405405405406,2.1,데이터부족,15.3
중구,도심/관광/명동,교육물품/교구,3,167970000.0,55990000.0,2024-12-23 21:22:24,0.01834862385321101,0.0004282952085206486,0.058252427184466014,2.1,데이터부족,9.3
노원구,주거/교육/대학,IT장비/전산,3,275879000.0,91959666.66666667,2024-12-16 13:35:03,0.01834862385321101,0.000733572913938037,0.0574712643678161,2.09,데이터부족,8.0
강서구,공항/산업단지/주거,경비/보안,3,78443000.0,26147666.666666668,2024-12-18 15:18:51,0.01834862385321101,0.00017502071674607443,0.057692307692307696,2.08,데이터부족,3.0
성동구,성수/브랜드/라이프스타일,기타/미분류,3,173672000.0,57890666.666666664,2024-12-06 11:02:27,0.01834862385321101,0.0004444263326742405,0.05639097744360902,2.06,제외,10.0
종로구,공공기관/전통상권/관광,교육물품/교구,3,413856000.0,137952000.0,2024-11-25 13:45:11,0.01834862385321101,0.0011239138675227702,0.055248618784530384,2.06,데이터부족,11.0
성동구,성수/브랜드/라이프스타일,경비/보안,3,587525340.0,195841780.0,2024-11-14 16:55:07,0.01834862385321101,0.0016152294910254646,0.05415162454873647,2.05,데이터부족,10.3
강동구,주거/강변/문화,교육물품/교구,3,600210000.0,200070000.0,2024-11-11 16:21:05,0.01834862385321101,0.001651114763790477,0.05385996409335727,2.04,데이터부족,21.0
마포구,홍대/관광/문화콘텐츠,조경/녹지관리,3,602750000.0,200916666.66666666,2024-10-21 10:56:50,0.01834862385321101,0.0016583004978048797,0.051903114186851215,2.01,데이터부족,6.3
서초구,법조/교육/고소득,보험/금융,2,3463462360.0,1731731180.0,2024-12-18 19:15:24,0.009174311926605505,0.00975133912405442,0.057692307692307696,1.91,데이터부족,6.0
동대문구,전통시장/패션/대학,기타/미분류,3,157500000.0,52500000.0,2024-09-10 16:01:16,0.01834862385321101,0.0003986752734297845,0.048465266558966075,1.9,제외,12.3
은평구,주거/문화/뉴타운,급수/전기/설비,3,567963000.0,189321000.0,2024-08-08 13:36:59,0.01834862385321101,0.0015598870611280994,0.046012269938650305,1.88,데이터부족,6.3
송파구,가족주거/대형상권/복합문화,보험/금융,2,2419290640.0,1209645320.0,2024-11-27 17:09:39,0.009174311926605505,0.006797346901502755,0.055452865064695,1.77,데이터부족,5.5
광진구,대학/강변/상업,인쇄/홍보물,2,2431684600.0,1215842300.0,2024-11-27 16:04:19,0.009174311926605505,0.0068324097754969065,0.055452865064695,1.77,데이터부족,18.0
구로구,산업/디지털/제조,보험/금융,2,1481856880.0,740928440.0,2024-12-17 13:32:30,0.009174311926605505,0.004145319478084925,0.05758157389635316,1.73,데이터부족,6.0
강북구,주거/서민/교육,보험/금융,2,1258080800.0,629040400.0,2024-12-18 16:58:08,0.009174311926605505,0.0035122504270354484,0.057692307692307696,1.72,데이터부족,6.5
강동구,주거/강변/문화,인쇄/홍보물,2,1049600000.0,524800000.0,2024-11-29 19:25:40,0.009174311926605505,0.0029224521688032204,0.05565862708719852,1.66,데이터부족,15.0
서초구,법조/교육/고소득,차량/운송,2,276000000.0,138000000.0,2024-12-24 11:09:37,0.009174311926605505,0.0007339152264639199,0.058365758754863814,1.65,데이터부족,7.0
마포구,홍대/관광/문화콘텐츠,기타/미분류,2,459622000.0,229811000.0,2024-12-17 19:29:31,0.009174311926605505,0.0012533872151224347,0.05758157389635316,1.65,제외,8.0
도봉구,주거/자연/교육,교육물품/교구,2,392108000.0,196054000.0,2024-12-16 17:35:33,0.009174311926605505,0.0010623881417963028,0.0574712643678161,1.64,데이터부족,21.5
송파구,가족주거/대형상권/복합문화,청소/환경미화,2,185160000.0,92580000.0,2024-12-19 17:34:13,0.009174311926605505,0.0004769262194291447,0.057803468208092484,1.63,데이터부족,6.5
광진구,대학/강변/상업,청소/환경미화,2,99953420.0,49976710.0,2024-12-16 15:04:24,0.009174311926605505,0.00023587432172957255,0.0574712643678161,1.62,데이터부족,3.0
강남구,업무지구/고소득/IT,방역/소독,2,164305100.0,82152550.0,2024-12-16 17:41:24,0.009174311926605505,0.00041792709962719035,0.0574712643678161,1.62,데이터부족,5.0
노원구,주거/교육/대학,경비/보안,2,338998000.0,169499000.0,2024-12-09 17:06:07,0.009174311926605505,0.0009121384041959407,0.05671077504725898,1.62,데이터부족,6.5
종로구,공공기관/전통상권/관광,인쇄/홍보물,2,514789000.0,257394500.0,2024-11-25 10:28:38,0.009174311926605505,0.0014094562656628072,0.05514705882352941,1.6,데이터부족,23.5
구로구,산업/디지털/제조,차량/운송,2,253300000.0,126650000.0,2024-12-05 17:25:21,0.009174311926605505,0.0006696962649966213,0.056285178236397754,1.6,데이터부족,10.5
금천구,제조/산업단지/중소기업,인쇄/홍보물,2,524200000.0,262100000.0,2024-11-15 09:51:27,0.009174311926605505,0.0014360802588949107,0.05415162454873647,1.58,데이터부족,20.0
성북구,대학/문화/주거,인쇄/홍보물,2,673068000.0,336534000.0,2024-11-08 09:51:31,0.009174311926605505,0.0018572321688382495,0.053475935828877004,1.58,데이터부족,17.0
동작구,대학/주거/공원,차량/운송,2,152000000.0,76000000.0,2024-11-20 14:54:58,0.009174311926605505,0.0003831156131623774,0.05474452554744526,1.57,데이터부족,13.5
송파구,가족주거/대형상권/복합문화,인쇄/홍보물,2,267916000.0,133958000.0,2024-11-06 15:55:11,0.009174311926605505,0.000711045354899971,0.05338078291814946,1.55,데이터부족,9.5
성북구,대학/문화/주거,경비/보안,2,88000000.0,44000000.0,2024-11-01 14:34:19,0.009174311926605505,0.00020205774823254895,0.052910052910052914,1.52,데이터부족,8.5
송파구,가족주거/대형상권/복합문화,조경/녹지관리,2,807186700.0,403593350.0,2024-09-19 18:21:50,0.009174311926605505,0.0022366578792939397,0.049180327868852465,1.51,데이터부족,5.0
성동구,성수/브랜드/라이프스타일,차량/운송,2,1093586630.0,546793315.0,2024-09-06 18:39:37,0.009174311926605505,0.003046891626822882,0.048154093097913325,1.51,데이터부족,4.0
관악구,청년/자취생/대학가,전문용역/컨설팅,2,600000000.0,300000000.0,2024-09-25 14:19:51,0.009174311926605505,0.001650520667671176,0.049668874172185434,1.5,데이터부족,11.0
양천구,교육/주거/신도시,기타/미분류,2,100000000.0,50000000.0,2024-10-04 16:00:34,0.009174311926605505,0.00023600609790689177,0.05042016806722689,1.47,제외,11.5
강북구,주거/서민/교육,급식/식자재,2,47880000.0,23940000.0,2024-09-04 16:54:10,0.009174311926605505,8.855709915466278e-05,0.048,1.42,데이터부족,5.0
영등포구,오피스/금융/교통,조경/녹지관리,2,240000000.0,120000000.0,2024-08-12 15:57:46,0.009174311926605505,0.0006320701774408914,0.046296296296296294,1.4,데이터부족,7.0
용산구,외국인/관광/개발,급수/전기/설비,2,229925900.0,114962950.0,2024-08-06 22:41:36,0.009174311926605505,0.0006035702549863667,0.04587155963302752,1.39,데이터부족,12.0
강서구,공항/산업단지/주거,방역/소독,2,67340000.0,33670000.0,2024-07-08 16:26:50,0.009174311926605505,0.00014361000620988874,0.043923865300146414,1.34,데이터부족,7.5
구로구,산업/디지털/제조,기타/미분류,2,249583000.0,124791500.0,2024-05-31 16:00:58,0.009174311926605505,0.0006591807636849937,0.041608876560332866,1.31,제외,8.0
중구,도심/관광/명동,방역/소독,2,164795770.0,82397885.0,2024-05-28 13:34:21,0.009174311926605505,0.00041931521935508284,0.04143646408839779,1.3,데이터부족,7.5
마포구,홍대/관광/문화콘텐츠,보험/금융,1,929568970.0,929568970.0,2024-12-25 15:38:08,0.0,0.0025828808872855927,0.05847953216374269,1.25,데이터부족,5.0
영등포구,오피스/금융/교통,보험/금융,1,908344940.0,908344940.0,2024-12-26 19:50:51,0.0,0.002522837487957364,0.05859375,1.25,데이터부족,13.0
용산구,외국인/관광/개발,경비/보안,1,199514000.0,199514000.0,2025-01-10 15:28:42,0.0,0.0005175341036979378,0.060362173038229376,1.22,데이터부족,10.0
마포구,홍대/관광/문화콘텐츠,경비/보안,1,802700000.0,802700000.0,2024-12-19 17:36:10,0.0,0.002223964874253617,0.057803468208092484,1.22,데이터부족,6.0
광진구,대학/강변/상업,보험/금융,1,460000000.0,460000000.0,2024-12-18 09:17:41,0.0,0.0012544565881371765,0.05758157389635316,1.19,데이터부족,6.0
구로구,산업/디지털/제조,청소/환경미화,1,516865000.0,516865000.0,2024-12-10 16:26:59,0.0,0.0014153293301564685,0.056818181818181816,1.18,데이터부족,7.0
용산구,외국인/관광/개발,방역/소독,1,33470000.0,33470000.0,2024-12-18 21:28:25,0.0,4.779078925405611e-05,0.057692307692307696,1.16,데이터부족,5.0
성동구,성수/브랜드/라이프스타일,급식/식자재,1,87127000.0,87127000.0,2024-12-16 19:16:47,0.0,0.00019958800579374052,0.0574712643678161,1.16,데이터부족,6.0
